"id","name","code","account_type","chart_template_id/id","reconcile"
"account_account_template_0_411002","فروش  خارجی محصولات","411002","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_411003","فروش","411003","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_411004","فروش 3","411004","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_411005","فروش ضایعات","411005","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_411006","فروش گرانول","411006","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_411007","فروش خدمات تولیدی","411007","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_411008","درآمد فروش","411008","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_411009","فروش مواد و قطعات","411009","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_411010","درآمد کالیبره","411010","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_411011","فروش مواد اولیه","411011","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_411101","برگشت از فروش  داخلی محصولات","411101","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_411102","برگشت از فروش  خارجی محصولات","411102","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_411103","برگشت از فروش","411103","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_411104","برگشت از فروش ضایعات","411104","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_411111","تخفیفات محصولات داخلی","411111","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_411112","تخفیفات محصولات خارجی","411112","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_411113","تخفیفات محصولات","411113","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_411114","تخفیفات ضایعات","411114","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_411201","سود و زیان فروش ضایعات","411201","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_411209","سایر درآمدها و هزینه های عملیاتی","411209","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_411210","درآمدفروش پالت","411210","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_511001","قیمت تمام شده کالای فروش رفته داخلی محصولات","511001","asset_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_511002","قیمت تمام شده کالای فروش رفته خارجی محصولات","511002","asset_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_511003","قیمت تمام شده کالای فروش رفته ضایعات","511003","asset_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_511004","قیمت تمام شده گرانول","511004","asset_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_511005","قیمت تمام شده مواد و قطعات","511005","asset_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_511009","قیمت تمام شده خدمات تولیدی","511009","asset_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_511010","قیمت تمام شده مواد اولیه","511010","asset_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611001","حقوق پایه","611001","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611002","اضافه کاری","611002","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611003","حق شیفت وشبکاری","611003","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611004","حق نوبت کاری","611004","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611005","حق جذب","611005","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611006","فوق العاده مسکن وخواروبار","611006","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611007","حق اولاد","611007","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611008","عیدی وپاداش","611008","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611009","بن کارگری","611009","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611010","پاداش بهره وری تولید","611010","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611011","بیمه سهم کارفرما","611011","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611012","سهم صندوق کارآموزی","611012","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611013","بازخرید سنوات خدمت کارکنان","611013","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611014","مرخصی استفاده نشده","611014","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611015","حق سر پرستی","611015","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611016","بیمه بیکاری","611016","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611017","دستمزد کارکنان روزمزد","611017","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611018","حقوق ومزایای متفرقه","611018","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611019","بیمه تکمیلی کارفرما","611019","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611020","حق فنی","611020","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611021","مزد رتبه","611021","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611022","شرایط کار","611022","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611101","سفر ، اقامت وفوق العاده ماموریت","611101","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611102","پوشاک ولوازم ایمنی","611102","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611103","پذیرایی و آبدارخانه","611103","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611104","ایاب وذهاب","611104","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611105","بهداشت ودرمان","611105","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611106","آموزش","611106","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611107","حق ورزش","611107","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611108","کمکهای غیر نقدی","611108","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611109","رستوران","611109","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611110","هزینه صندوق سهم کارفرما","611110","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611119","سایر هزینه های کارکنان","611119","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611201","تعمیر ونگهداری ساختمان وتاسیسات","611201","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611202","تعمیر ونگهداری ماشین آلات و تجهیزات تولید","611202","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611203","تعمیر و نگهداری ابزارآلات و قالبها","611203","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611204","تعمیر ونگهداری وسایط نقلیه","611204","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611205","تعمیر ونگهداری اثاثیه ومنصوبات","611205","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611206","تعمیر و نگهداری لوازم آزمایشگاهی","611206","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611207","هزینه سوخت کارخانه","611207","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611208","هزینه سوخت وسائط نقلیه","611208","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611209","هزینه آب و برق مصرفی","611209","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611210","بیمه دارائیهای ثابت","611210","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611211","بیمه موجودیها","611211","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611212","هزینه لوازم مصرفی آزمایشگاهی","611212","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611213","ابزار ولوازم فنی مصرفی","611213","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611214","مواد مصرفی غیر مستقیم تولید","611214","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611215","هزینه ملزومات ونوشت افزار","611215","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611216","هزینه پست وتلفن","611216","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611217","هزینه مواد مصرفی مستقیم تولید","611217","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611218","هزینه ثبتی و محضری","611218","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611219","هزینه اجاره محل","611219","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611301","هزینه استهلاک ساختمان","611301","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611302","هزینه استهلاک تاسیسات","611302","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611303","هزینه استهلاک ماشین آلات وتجهیزات تولید","611303","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611304","هزینه استهلاک ابزارآلات و قالبها","611304","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611305","هزینه استهلاک وسائط نقلیه","611305","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611306","هزینه استهلاک اثاثیه و منصوبات","611306","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611307","هزینه استهلاک لوازم آزمایشگاهی","611307","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611308","هزینه استهلاک اموال","611308","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_611309","هزینه استهلاک نرم افزارها","611309","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621001","هزینه آگهی و تبلیغات","621001","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621003","هزینه شرکت درمناقصه","621003","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621004","هزینه ارسال نمونه ها","621004","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621006","هزینه 3 درصد فروش (عوارض شهرداری و دارایی)","621006","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621007","هزینه های نمایشگاه","621007","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621008","هزینه بازاریابی و پورسانت","621008","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621009","هزینه های حمل وانبارداری","621009","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621010","هزینه های متفرقه توزیع وفروش","621010","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621018","هزینه های واخواست","621018","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621019","هزینه مطالبات سوخت شده","621019","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621020","هزینه مطالبات مشکوک الوصول","621020","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621101","هزینه سود وکارمزد وامها","621101","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621102","هزینه تمبر وسفته","621102","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621104","هزینه کارمزد خدمات بانکی","621104","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621105","هزینه جریمه دیر کرد وامها","621105","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621109","هزینه های متفرقه مالی","621109","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621201","حصه جاری هزینه  های  تحقیق و توسعه","621201","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621301","هزینه حق الزحمه حقوقی","621301","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621302","هزینه حق الزحمه مشاورین","621302","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621303","هزینه حق الزحمه حسابرسی","621303","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621304","حق الزحمه خرید خدمات","621304","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621305","کتب ونشریات","621305","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621306","حق عضویت","621306","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621307","پذیرائی و جشنها","621307","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621308","کمک واعانات","621308","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621309","هزینه متفرقه","621309","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621310","سهم جاری هزینه تاسیس وقبل از بهره برداری","621310","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621311","حق الزحمه بازرسین","621311","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621312","حق حضور اعضاء هیئت مدیره","621312","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621319","سایر هزینه های اداری و تشکیلاتی","621319","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621501","سود و زیان ناشی از تسعیر ارز","621501","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621502","سود و زیان ناشی از فروش دارائیها","621502","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621503","سود و زیان ناشی از بیمه دارائیها","621503","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621504","سود سپرده","621504","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621505","درآمدهای متفرقه","621505","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621506","هزینه های باشگاه فرهنگی ورزشی کاشی باستان","621506","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621507","هزینه های فضای سبز","621507","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621509","سود و زیان ناشی از سایر اقلام","621509","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621510","درآمد حاصل از سرمایه گذاری","621510","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621511","درآمد حاصل از سرمایه گذاری.","621511","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621701","مغایرت جذب سربار دوایر تولیدی","621701","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_621704","سایر هزینه های غیر مترقبه","621704","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_811001","جذب هزینه های دستمزد","811001","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_811002","جذب هزینه های سربار","811002","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_811101","سهم سربار از دوایر خدماتی","811101","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_811102","تسهیم سربار دوایر خدماتی","811102","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_811201","انحراف نرخ مصرف مواد","811201","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_811202","انحراف مصرف مواد","811202","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_811301","انحراف هزینه دستمزد","811301","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_811302","انحراف هزینه سربار","811302","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_811401","انتقال هزینه های دستمزد","811401","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_811402","انتقال هزینه های سربار","811402","expense","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_911001","ضمانت نامه های انجام مناقصه ومزایده","911001","off_balance","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_911002","ضمانت نامه های حسن انجام کار","911002","off_balance","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_911003","اسناد تضمینی دریافتی از کارکنان","911003","off_balance","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_911004","ضمانت نامه های بانکی","911004","off_balance","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_911005","سایر اسناد تضمینی به نفع شرکت","911005","off_balance","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_911006","اسناد تضمینی دریافتی از نمایندگان کاشی","911006","off_balance","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_911008","اسناد تضمینی تنخواه","911008","off_balance","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_911009","اسناد تضمینی دریافتی از نمایندگان کاشی(جدید)","911009","off_balance","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_911012","کالای امانی ما نزد دیگران","911012","off_balance","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_911101","ضمانت نامه های شرکت در مناقصه ومزایده","911101","off_balance","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_911102","ضمانت نامه های حسن انجام کار","911102","off_balance","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_911103","اسنادتضمینی بابت سفارشات","911103","off_balance","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_911104","اسناد تضمینی بابت ضمانت نامه های گمرکی","911104","off_balance","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_911105","اسناد تضمینی بابت تحصیل دارایی","911105","off_balance","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_911106","اسناد تضمینی بابت فروش نمایندگی","911106","off_balance","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_911107","اسناد تضمینی بابت تسهیلات مالی دریافتی","911107","off_balance","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_911108","سایر اسناد تضمینی به عهده شرکت","911108","off_balance","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_911201","طرف حسابهای انتظامی به عهده شرکت","911201","off_balance","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_911202","طرف حسابهای انتظامی به نفع شرکت","911202","off_balance","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_1110051","انتقال نقدینگی","1110051","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_1110052","حساب تعویق بانک","1110052","liability_current","l10n_ir_accounting.l10n_ir_chart_template","0"
"account_account_template_0_1110053","دریافتنی معوق","1110053","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
"account_account_template_0_1110054","پرداختنی معوق","1110054","asset_current","l10n_ir_accounting.l10n_ir_chart_template","1"
